"Status","Name","Duration in ms","Description"
"passed","test_008_allure_install#test_with_no_severity_label","0",""
"passed","test_008_allure_install#test_with_severity_Normal","0",""
"passed","test_008_allure_install#test_with_severity_Critical","0",""
"passed","test_008_allure_install.TestClassWithNormalSeverity#test_inside_the_severity_normal_test_class_with_overriding_critical_severity","0",""
"passed","test_008_allure_install#test_with_severity_Trivial","0",""
"passed","test_008_allure_install#test_with_severity_Blocker1","0",""
"passed","test_008_allure_install.TestClassWithNormalSeverity#test_inside_the_severity_normal_test_class","0",""
"passed","test_008_allure_install#test_with_severity_Minor","0",""
"passed","test_008_allure_install#test_with_severity_Blocker2","0",""
